Frame, Time (ms), Delta (ms) , Memory (mb)
 4378,72680.133,18.261,5529
 4379,72693.461,13.326,5529
 4380,72707.250,13.793,5529
 4381,72719.312,12.061,5529
 4382,72736.914,17.606,5529
 4383,72751.727,14.802,5529
 4384,72764.836,13.116,5529
 4385,72780.219,15.384,5529
 4386,72798.828,18.606,5529
 4387,72817.758,18.927,5529
 4388,72832.109,14.350,5529
 4389,72843.883,11.776,5529
 4390,72858.953,15.075,5529
 4391,72873.250,14.292,5529
 4392,72885.172,11.926,5529
 4393,72905.375,20.197,5529
 4394,72918.141,12.771,5529
 4395,72928.695,10.547,5529
 4396,72939.938,11.251,5529
 4397,72951.750,11.807,5529
 4398,72967.156,15.408,5529
 4399,72980.094,12.934,5529
 4400,72993.523,13.433,5529
 4401,73004.742,11.221,5529
 4402,73014.781,10.038,5529
 4403,73030.289,15.511,5529
 4404,73040.852,10.563,5529
 4405,73055.164,14.309,5529
 4406,73065.555,10.394,5529
 4407,73078.062,12.505,5529
 4408,73093.461,15.400,5529
 4409,73106.781,13.316,5529
 4410,73120.555,13.775,5529
 4411,73132.852,12.295,5529
 4412,73146.578,13.728,5529
 4413,73155.562, 8.985,5529
 4414,73175.953,20.398,5529
 4415,73190.836,14.874,5529
 4416,73210.867,20.034,5529
 4417,73224.258,13.392,5529
 4418,73234.852,10.590,5529
 4419,73246.359,11.505,5528
 4420,73258.117,11.765,5528
 4421,73268.102, 9.982,5528
 4422,73278.180,10.082,5528
 4423,73286.383, 8.196,5528
 4424,73299.211,12.833,5528
 4425,73319.305,20.095,5528
 4426,73342.594,23.292,5528
 4427,73357.789,15.186,5528
 4428,73364.477, 6.687,5528
 4429,73380.047,15.573,5528
 4430,73393.891,13.848,5528
 4431,73400.320, 6.434,5528
 4432,73417.148,16.822,5528
 4433,73427.305,10.161,5528
 4434,73439.438,12.123,5528
 4435,73450.414,10.976,5528
 4436,73461.617,11.214,5528
 4437,73473.727,12.102,5528
 4438,73491.398,17.674,5528
 4439,73505.938,14.536,5528
 4440,73520.078,14.137,5528
 4441,73530.320,10.253,5528
 4442,73542.922,12.599,5528
 4443,73553.789,10.860,5528
 4444,73566.844,13.056,5528
 4445,73580.445,13.600,5528
 4446,73591.680,11.243,5528
 4447,73606.203,14.518,5527
 4448,73621.320,15.124,5527
 4449,73647.203,25.879,5527
 4450,73661.016,13.813,5527
 4451,73669.078, 8.057,5527
 4452,73688.266,19.194,5527
 4453,73705.781,17.514,5527
 4454,73717.781,11.999,5527
 4455,73730.719,12.936,5528
 4456,73743.312,12.598,5528
 4457,73756.469,13.151,5528
 4458,73768.086,11.620,5528
 4459,73781.328,13.249,5528
 4460,73793.773,12.433,5528
 4461,73805.867,12.098,5528
 4462,73823.188,17.325,5528
 4463,73833.859,10.665,5528
 4464,73845.367,11.506,5528
 4465,73859.430,14.063,5528
 4466,73870.703,11.274,5528
 4467,73881.523,10.823,5528
 4468,73895.242,13.721,5528
 4469,73907.094,11.850,5528
 4470,73922.805,15.707,5528
 4471,73933.414,10.611,5528
 4472,73949.102,15.691,5528
 4473,73963.656,14.556,5528
 4474,73973.359, 9.697,5528
 4475,73983.898,10.542,5528
 4476,73997.766,13.869,5528
 4477,74015.516,17.751,5528
 4478,74022.992, 7.478,5528
 4479,74043.164,20.169,5528
 4480,74056.625,13.459,5528
 4481,74075.398,18.776,5528
 4482,74090.578,15.179,5528
 4483,74104.445,13.867,5528
 4484,74119.320,14.877,5528
 4485,74133.164,13.843,5528
 4486,74148.516,15.349,5528
 4487,74163.188,14.673,5528
 4488,74174.266,11.080,5528
 4489,74189.523,15.259,5528
 4490,74198.703, 9.174,5528
 4491,74210.938,12.240,5528
 4492,74232.555,21.614,5528
 4493,74254.648,22.097,5528
 4494,74263.031, 8.375,5528
 4495,74283.867,20.844,5528
 4496,74294.438,10.566,5528
 4497,74313.078,18.638,5528
 4498,74322.164, 9.092,5528
 4499,74336.164,14.000,5528
 4500,74349.555,13.388,5528
 4501,74364.828,15.270,5528
 4502,74380.914,16.094,5528
 4503,74391.078,10.158,5528
 4504,74405.414,14.331,5528
 4505,74420.820,15.415,5528
 4506,74437.039,16.212,5528
 4507,74451.148,14.112,5528
 4508,74468.258,17.109,5528
 4509,74481.719,13.456,5528
 4510,74494.617,12.910,5528
 4511,74513.992,19.374,5528
 4512,74542.594,28.604,5528
 4513,74557.773,15.173,5528
 4514,74566.484, 8.714,5528
 4515,74580.453,13.967,5528
 4516,74599.992,19.544,5528
 4517,74615.328,15.335,5528
 4518,74629.406,14.073,5528
 4519,74641.070,11.665,5528
 4520,74650.750, 9.674,5528
 4521,74665.836,15.089,5528
 4522,74677.898,12.063,5528
 4523,74693.828,15.934,5528
 4524,74717.508,23.674,5528
 4525,74732.531,15.029,5528
 4526,74746.398,13.862,5528
 4527,74761.727,15.329,5528
 4528,74771.086, 9.362,5528
 4529,74782.453,11.369,5528
 4530,74795.891,13.437,5528
 4531,74807.148,11.254,5528
 4532,74821.680,14.538,5528
 4533,74832.664,10.980,5528
 4534,74846.594,13.935,5528
 4535,74859.195,12.593,5528
 4536,74874.336,15.150,5528
 4537,74887.922,13.582,5528
 4538,74900.008,12.088,5528
 4539,74916.320,16.312,5528
 4540,74933.906,17.580,5528
 4541,74949.539,15.636,5528
 4542,74962.211,12.670,5528
 4543,74972.172, 9.961,5528
 4544,74980.203, 8.031,5528
 4545,74994.008,13.812,5528
 4546,75005.320,11.311,5528
 4547,75013.453, 8.128,5528
 4548,75029.109,15.656,5528
 4549,75040.500,11.392,5528
 4550,75052.172,11.672,5528
 4551,75069.461,17.282,5528
 4552,75079.750,10.294,5528
 4553,75090.414,10.662,5528
 4554,75100.555,10.147,5528
 4555,75116.266,15.708,5528
 4556,75125.000, 8.735,5528
 4557,75140.281,15.279,5528
 4558,75154.641,14.366,5528
 4559,75167.164,12.517,5528
 4560,75176.773, 9.606,5528
 4561,75187.320,10.553,5528
 4562,75199.555,12.230,5528
 4563,75212.336,12.789,5528
 4564,75228.766,16.419,5528
 4565,75248.258,19.498,5528
 4566,75260.641,12.387,5528
 4567,75274.180,13.538,5527
 4568,75287.312,13.136,5527
 4569,75300.547,13.230,5527
 4570,75313.711,13.161,5527
 4571,75329.031,15.314,5527
 4572,75346.898,17.877,5527
 4573,75361.086,14.179,5527
 4574,75370.477, 9.392,5527
 4575,75385.727,15.254,5527
 4576,75398.812,13.086,5527
 4577,75419.672,20.866,5527
 4578,75431.211,11.533,5527
 4579,75442.789,11.577,5527
 4580,75457.445,14.653,5527
 4581,75469.555,12.114,5527
 4582,75483.008,13.453,5527
 4583,75496.648,13.642,5527
 4584,75515.969,19.319,5527
 4585,75528.391,12.422,5527
 4586,75538.258, 9.866,5527
 4587,75560.961,22.708,5527
 4588,75577.852,16.887,5527
 4589,75590.594,12.746,5527
 4590,75605.367,14.767,5527
 4591,75616.578,11.211,5527
 4592,75630.891,14.313,5527
 4593,75639.883, 8.994,5527
 4594,75650.195,10.311,5527
 4595,75660.500,10.307,5527
 4596,75672.055,11.547,5527
 4597,75682.281,10.234,5527
 4598,75694.703,12.416,5527
 4599,75720.977,26.285,5527
 4600,75732.133,11.147,5527
 4601,75746.609,14.479,5527
 4602,75763.414,16.801,5527
 4603,75774.359,10.946,5527
 4604,75783.719, 9.358,5527
 4605,75797.336,13.622,5527
 4606,75809.828,12.487,5527
 4607,75821.859,12.038,5527
 4608,75832.289,10.432,5527
 4609,75845.578,13.289,5527
 4610,75857.727,12.139,5527
 4611,75871.570,13.849,5527
 4612,75883.039,11.465,5527
 4613,75896.117,13.084,5527
 4614,75910.273,14.155,5527
 4615,75924.555,14.279,5527
 4616,75938.469,13.910,5527
 4617,75955.969,17.507,5527
 4618,75980.438,24.462,5527
 4619,75988.117, 7.680,5527
 4620,76000.961,12.847,5527
 4621,76013.031,12.069,5527
 4622,76024.484,11.454,5527
 4623,76036.250,11.770,5527
 4624,76047.859,11.609,5527
 4625,76057.766, 9.904,5527
 4626,76065.039, 7.269,5527
 4627,76080.641,15.606,5527
 4628,76092.883,12.244,5527
 4629,76105.414,12.526,5527
 4630,76117.422,12.006,5527
 4631,76129.219,11.803,5527
 4632,76138.992, 9.775,5527
 4633,76153.438,14.441,5527
 4634,76167.266,13.829,5527
 4635,76180.008,12.744,5527
 4636,76198.664,18.660,5527
 4637,76209.531,10.861,5527
 4638,76228.055,18.524,5527
 4639,76237.141, 9.087,5527
 4640,76255.609,18.469,5527
 4641,76268.531,12.926,5527
 4642,76278.531, 9.996,5527
 4643,76287.383, 8.846,5527
 4644,76298.125,10.748,5527
 4645,76312.180,14.053,5527
 4646,76323.984,11.811,5527
 4647,76334.891,10.902,5527
 4648,76345.531,10.639,5527
 4649,76356.086,10.556,5527
 4650,76370.492,14.408,5527
 4651,76384.719,14.218,5527
 4652,76394.844,10.133,5527
 4653,76410.484,15.642,5527
 4654,76423.469,12.982,5527
 4655,76438.211,14.739,5527
 4656,76445.438, 7.227,5527
 4657,76456.547,11.114,5527
 4658,76467.617,11.067,5527
 4659,76483.844,16.230,5527
 4660,76496.383,12.532,5527
 4661,76509.344,12.970,5527
 4662,76519.961,10.612,5527
 4663,76531.789,11.825,5527
 4664,76540.820, 9.035,5527
 4665,76553.625,12.807,5527
 4666,76572.070,18.442,5527
 4667,76579.359, 7.285,5527
 4668,76590.609,11.257,5527
 4669,76604.094,13.478,5527
 4670,76624.297,20.213,5527
 4671,76638.086,13.777,5527
 4672,76647.086, 9.002,5527
 4673,76659.062,11.975,5527
 4674,76670.539,11.482,5527
 4675,76680.789,10.249,5527
 4676,76690.602, 9.816,5527
 4677,76701.922,11.320,5527
 4678,76712.555,10.632,5527
 4679,76726.297,13.745,5527
 4680,76742.320,16.023,5527
 4681,76757.195,14.874,5527
 4682,76769.328,12.132,5527
 4683,76780.953,11.629,5527
 4684,76792.508,11.546,5527
 4685,76803.062,10.556,5527
 4686,76809.430, 6.364,5527
 4687,76824.070,14.647,5527
 4688,76837.938,13.867,5527
 4689,76853.117,15.178,5527
 4690,76866.172,13.056,5527
 4691,76881.062,14.886,5527
 4692,76898.109,17.050,5527
 4693,76912.617,14.510,5527
 4694,76931.844,19.228,5527
 4695,76946.414,14.564,5527
 4696,76954.469, 8.055,5527
 4697,76964.008, 9.545,5527
 4698,76978.797,14.784,5527
 4699,76991.461,12.667,5527
 4700,77007.219,15.756,5527
 4701,77022.125,14.903,5527
 4702,77038.789,16.664,5527
 4703,77055.148,16.360,5527
 4704,77070.969,15.826,5527
 4705,77085.422,14.448,5527
 4706,77098.898,13.479,5527
 4707,77121.961,23.064,5527
 4708,77135.148,13.186,5527
 4709,77148.367,13.215,5527
 4710,77162.734,14.372,5527
 4711,77173.914,11.181,5527
 4712,77185.195,11.283,5527
 4713,77197.055,11.852,5527
 4714,77209.969,12.920,5527
 4715,77223.430,13.454,5527
 4716,77238.195,14.775,5527
 4717,77251.211,13.012,5527
 4718,77263.039,11.826,5527
 4719,77280.500,17.461,5527
 4720,77298.984,18.486,5527
 4721,77311.164,12.182,5527
 4722,77324.828,13.661,5527
 4723,77338.750,13.923,5527
 4724,77352.844,14.092,5527
 4725,77365.672,12.834,5527
 4726,77376.383,10.701,5527
 4727,77388.367,11.986,5527
 4728,77399.008,10.648,5527
 4729,77408.961, 9.953,5527
 4730,77419.570,10.603,5527
 4731,77428.789, 9.221,5527
 4732,77439.812,11.020,5527
 4733,77454.125,14.318,5527
 4734,77462.891, 8.763,5527
 4735,77473.055,10.160,5527
 4736,77486.484,13.431,5527
 4737,77498.781,12.302,5527
 4738,77512.078,13.296,5527
 4739,77522.109,10.029,5527
 4740,77540.570,18.463,5527
 4741,77555.141,14.566,5527
 4742,77564.273, 9.135,5527
 4743,77576.297,12.029,5527
 4744,77587.078,10.776,5527
 4745,77600.375,13.294,5527
 4746,77614.531,14.157,5527
 4747,77626.438,11.909,5527
 4748,77642.414,15.973,5527
 4749,77660.883,18.471,5527
 4750,77673.969,13.089,5527
 4751,77684.477,10.509,5527
 4752,77700.945,16.467,5527
 4753,77715.156,14.211,5527
 4754,77731.891,16.734,5527
 4755,77748.711,16.816,5527
 4756,77768.992,20.290,5527
 4757,77776.258, 7.259,5527
 4758,77785.508, 9.252,5527
 4759,77799.336,13.829,5527
 4760,77814.602,15.265,5527
 4761,77826.078,11.474,5527
 4762,77837.352,11.275,5527
 4763,77850.164,12.817,5527
 4764,77861.508,11.338,5527
 4765,77872.375,10.866,5527
 4766,77884.305,11.932,5527
 4767,77897.406,13.100,5527
 4768,77910.844,13.441,5527
 4769,77923.266,12.427,5527
 4770,77939.430,16.153,5527
 4771,77954.352,14.925,5527
 4772,77967.422,13.069,5527
 4773,77982.391,14.973,5527
 4774,77995.688,13.289,5527
 4775,78005.453, 9.772,5527
 4776,78016.219,10.767,5527
 4777,78031.828,15.611,5527
 4778,78046.984,15.154,5527
 4779,78061.539,14.554,5527
 4780,78075.977,14.441,5527
 4781,78089.617,13.641,5527
 4782,78100.711,11.083,5527
 4783,78114.352,13.643,5527
 4784,78125.828,11.482,5527
 4785,78135.281, 9.452,5527
 4786,78147.039,11.757,5527
 4787,78158.312,11.276,5527
 4788,78171.398,13.083,5527
 4789,78189.352,17.951,5527
 4790,78200.547,11.196,5527
 4791,78212.500,11.953,5527
 4792,78226.867,14.367,5527
 4793,78238.492,11.625,5527
 4794,78249.953,11.467,5527
 4795,78260.945,10.995,5527
 4796,78274.750,13.799,5527
 4797,78285.672,10.925,5527
 4798,78305.336,19.664,5527
 4799,78318.656,13.323,5527
 4800,78328.367, 9.699,5527
 4801,78339.797,11.431,5527
 4802,78351.656,11.866,5527
 4803,78361.953,10.297,5527
 4804,78370.836, 8.884,5527
 4805,78385.461,14.624,5527
 4806,78395.859,10.396,5527
 4807,78407.844,11.988,5527
 4808,78421.133,13.284,5527
 4809,78435.109,13.978,5527
 4810,78450.375,15.265,5527
 4811,78467.703,17.322,5527
 4812,78483.297,15.603,5527
 4813,78497.000,13.704,5527
 4814,78510.789,13.786,5527
 4815,78526.273,15.491,5527
 4816,78539.961,13.682,5527
 4817,78561.516,21.554,5527
 4818,78575.648,14.136,5527
 4819,78587.273,11.626,5527
 4820,78600.234,12.956,5527
 4821,78615.156,14.926,5527
 4822,78629.789,14.629,5527
 4823,78641.156,11.370,5527
 4824,78654.812,13.651,5527
 4825,78668.648,13.843,5527
 4826,78683.992,15.341,5527
 4827,78699.750,15.758,5527
 4828,78710.305,10.558,5527
 4829,78720.703,10.393,5527
 4830,78733.000,12.301,5527
 4831,78746.547,13.544,5527
 4832,78761.984,15.439,5527
 4833,78773.633,11.650,5527
 4834,78798.688,25.050,5527
 4835,78809.180,10.491,5527
 4836,78822.984,13.808,5527
 4837,78843.633,20.646,5527
 4838,78851.773, 8.138,5527
 4839,78867.062,15.290,5527
 4840,78881.898,14.843,5527
 4841,78895.906,14.008,5527
 4842,78908.812,12.900,5527
 4843,78922.039,13.226,5527
 4844,78937.070,15.033,5527
 4845,78950.297,13.229,5527
 4846,78966.461,16.163,5527
 4847,78979.727,13.263,5527
 4848,78996.438,16.714,5527
 4849,79011.242,14.802,5527
 4850,79022.719,11.473,5527
 4851,79034.273,11.563,5527
 4852,79053.773,19.496,5527
 4853,79067.125,13.354,5527
 4854,79074.133, 7.003,5527
 4855,79085.070,10.939,5527
 4856,79095.945,10.878,5527
 4857,79107.773,11.828,5527
 4858,79118.094,10.318,5527
 4859,79131.562,13.471,5527
 4860,79148.055,16.491,5527
 4861,79159.102,11.048,5527
 4862,79169.992,10.893,5527
 4863,79179.719, 9.716,5527
 4864,79191.930,12.219,5527
 4865,79209.812,17.884,5527
 4866,79228.398,18.584,5527
 4867,79244.805,16.402,5527
 4868,79259.555,14.752,5527
 4869,79272.891,13.339,5527
 4870,79284.422,11.524,5528
 4871,79296.766,12.348,5528
 4872,79308.539,11.775,5528
 4873,79326.250,17.712,5528
 4874,79340.141,13.890,5528
 4875,79350.734,10.592,5528
 4876,79361.484,10.752,5528
 4877,79371.977,10.494,5528
 4878,79383.250,11.271,5528
 4879,79395.539,12.294,5528
 4880,79411.844,16.299,5529
 4881,79424.703,12.855,5529
 4882,79438.312,13.620,5529
 4883,79445.438, 7.119,5529
 4884,79455.562,10.128,5529
 4885,79470.500,14.939,5529
 4886,79487.570,17.066,5529
 4887,79501.023,13.447,5529
 4888,79511.539,10.526,5529
 4889,79520.953, 9.411,5529
 4890,79530.133, 9.176,5529
 4891,79540.000, 9.872,5529
 4892,79546.141, 6.141,5529
 4893,79560.922,14.784,5529
 4894,79570.125, 9.198,5529
 4895,79580.789,10.664,5529
 4896,79597.977,17.189,5529
 4897,79608.117,10.140,5529
 4898,79618.430,10.307,5529
 4899,79634.180,15.752,5529
 4900,79642.086, 7.903,5529
 4901,79656.086,14.008,5529
 4902,79665.094, 9.000,5529
 4903,79680.727,15.633,5529
 4904,79696.148,15.431,5529
 4905,79713.531,17.377,5529
 4906,79730.242,16.711,5529
 4907,79744.852,14.613,5529
 4908,79759.109,14.258,5529
 4909,79774.602,15.490,5529
 4910,79785.500,10.899,5529
 4911,79798.742,13.243,5529
 4912,79810.375,11.629,5529
 4913,79825.906,15.533,4744
 4914,79832.898, 6.995,4744
 4915,79840.539, 7.638,4744
 4916,79848.930, 8.394,4744
 4917,79858.547, 9.619,4744
 4918,79863.906, 5.360,4744
 4919,79868.914, 5.009,4744
 4920,79878.000, 9.082,4744
 4921,79895.188,17.188,4744
 4922,79904.688, 9.497,4744
 4923,79911.461, 6.771,4744
 4924,79923.406,11.943,4743
 4925,79930.922, 7.525,4743
 4926,79942.406,11.478,4743
 4927,79950.336, 7.938,4743
 4928,79958.961, 8.626,4743
 4929,79967.492, 8.525,4743
 4930,79976.859, 9.368,4743
 4931,79991.148,14.290,4743
 4932,80006.961,15.813,4745
 4933,80023.367,16.404,4748
 4934,80030.766, 7.399,4748
 4935,80047.539,16.772,4751
 4936,80058.164,10.625,4752
 4937,80065.500, 7.339,4752
 4938,80073.305, 7.804,4752
 4939,80079.906, 6.602,4752
 4940,80086.023, 6.111,4752
 4941,80093.711, 7.690,4752
 4942,80100.789, 7.082,4753
 4943,80106.805, 6.013,4753
 4944,80118.258,11.458,4755
 4945,80126.430, 8.167,4755
 4946,80131.555, 5.126,4755
 4947,80147.039,15.481,4755
 4948,80154.969, 7.937,4755
 4949,80161.250, 6.277,4755
 4950,80173.203,11.951,4755
 4951,80185.922,12.720,4755
 4952,80197.273,11.357,4755
 4953,80204.953, 7.674,4755
 4954,80211.992, 7.045,4755
 4955,80219.109, 7.107,4755
 4956,80226.891, 7.789,4755
 4957,80237.383,10.483,4755
 4958,80244.305, 6.935,4755
 4959,80264.516,20.200,4755
 4960,80279.047,14.534,4755
 4961,80285.039, 5.990,4755
 4962,80297.523,12.485,4755
 4963,80303.273, 5.758,4755
 4964,80312.336, 9.058,4755
 4965,80324.773,12.432,4755
 4966,80335.289,10.521,4755
 4967,80346.086,10.791,4755
 4968,80360.883,14.805,4755
 4969,80367.383, 6.497,4755
 4970,80375.281, 7.902,4755
 4971,80392.102,16.817,4755
 4972,80401.203, 9.104,4755
 4973,80411.438,10.233,4755
 4974,80424.367,12.925,4755
 4975,80436.492,12.127,4755
 4976,80443.312, 6.825,4755
 4977,80454.805,11.487,4755
 4978,80461.734, 6.926,4759
 4979,80469.586, 7.862,4759
 4980,80477.336, 7.751,4759
 4981,80485.109, 7.770,4759
 4982,80493.648, 8.538,4759
 4983,80500.695, 7.039,4759
 4984,80509.156, 8.470,4759
 4985,80519.523,10.365,4759
 4986,80527.648, 8.132,4765
 4987,80533.305, 5.652,4765
 4988,80538.703, 5.393,4765
 4989,80544.039, 5.336,4765
 4990,80549.312, 5.283,4765
 4991,80558.477, 9.155,4765
 4992,80565.078, 6.599,4765
 4993,80573.445, 8.367,4765
 4994,80582.680, 9.235,4765
 4995,80592.570, 9.893,4765
 4996,80597.539, 4.975,4765
 4997,80606.898, 9.357,4765
 4998,80614.625, 7.730,4765
 4999,80623.789, 9.156,4764
 5000,80639.281,15.494,4764
 5001,80649.203, 9.924,4764
 5002,80656.531, 7.331,4764
 5003,80664.688, 8.150,4764
 5004,80673.492, 8.806,4764
 5005,80678.352, 4.853,4764
 5006,80683.352, 5.004,4764
 5007,80689.492, 6.142,4764
 5008,80696.844, 7.353,4764
 5009,80709.000,12.159,4764
 5010,80717.180, 8.179,4764
 5011,80727.227,10.047,4764
 5012,80737.031, 9.803,4768
 5013,80745.867, 8.836,4768
 5014,80753.938, 8.069,4768
 5015,80763.219, 9.285,4768
 5016,80771.891, 8.666,4768
 5017,80784.406,12.514,4769
 5018,80799.578,15.181,4769
 5019,80808.945, 9.363,4772
 5020,80817.594, 8.650,4772
 5021,80828.789,11.192,4772
 5022,80836.516, 7.730,4772
 5023,80842.578, 6.060,4772
 5024,80848.070, 5.489,4777
 5025,80857.211, 9.146,4777
 5026,80864.625, 7.412,4777
 5027,80873.203, 8.577,4777
 5028,80881.391, 8.189,4777
 5029,80888.648, 7.259,4777
 5030,80895.148, 6.498,4777
 5031,80910.258,15.108,4777
 5032,80928.781,18.527,4777
 5033,80938.648, 9.866,4777
 5034,80948.719,10.065,4779
 5035,80958.398, 9.683,4781
 5036,80971.203,12.809,4781
 5037,80982.656,11.454,4781
 5038,80992.820,10.159,4781
 5039,81000.805, 7.988,4781
 5040,81007.938, 7.134,4781
 5041,81014.492, 6.550,4781
 5042,81023.219, 8.729,4781
 5043,81032.648, 9.431,4781
 5044,81040.883, 8.236,4781
 5045,81050.250, 9.368,4783
 5046,81061.102,10.848,4783
 5047,81069.633, 8.533,4783
 5048,81078.289, 8.659,4783
 5049,81086.641, 8.352,4783
 5050,81097.961,11.320,4783
 5051,81107.398, 9.429,4784
 5052,81117.055, 9.659,4784
 5053,81125.914, 8.863,4784
 5054,81136.555,10.640,4784
 5055,81145.148, 8.588,4784
 5056,81157.477,12.328,4784
 5057,81164.188, 6.711,4784
 5058,81171.734, 7.545,4784
 5059,81182.945,11.217,4784
 5060,81191.297, 8.357,4784
 5061,81199.867, 8.566,4784
 5062,81208.797, 8.927,4784
 5063,81217.594, 8.796,4784
 5064,81226.773, 9.181,4784
 5065,81237.656,10.886,4784
 5066,81247.883,10.227,4784
 5067,81256.734, 8.843,4784
 5068,81267.211,10.480,4784
 5069,81276.805, 9.595,4784
 5070,81285.320, 8.522,4784
 5071,81299.141,13.817,4784
 5072,81308.469, 9.321,4784
 5073,81318.125, 9.660,4784
 5074,81328.922,10.800,4784
 5075,81340.484,11.558,4784
 5076,81354.406,13.921,4784
 5077,81364.188, 9.787,4784
 5078,81378.883,14.695,4784
 5079,81385.523, 6.639,4784
 5080,81397.500,11.978,4784
 5081,81412.250,14.752,4784
 5082,81426.930,14.675,4784
 5083,81439.453,12.522,4784
 5084,81448.977, 9.528,4784
 5085,81458.469, 9.491,4784
 5086,81469.031,10.557,4784
 5087,81479.891,10.865,4784
 5088,81488.875, 8.985,4784
 5089,81496.633, 7.760,4784
 5090,81507.383,10.740,4784
 5091,81515.758, 8.378,4784
 5092,81527.703,11.942,4784
 5093,81535.219, 7.526,4784
 5094,81547.328,12.110,4784
 5095,81556.625, 9.290,4784
 5096,81565.578, 8.957,4784
 5097,81576.242,10.665,4784
 5098,81591.273,15.031,4783
 5099,81599.148, 7.874,4783
 5100,81608.062, 8.907,4783
 5101,81616.797, 8.735,4783
 5102,81623.688, 6.889,4783
 5103,81631.391, 7.708,4783
 5104,81640.461, 9.071,4783
 5105,81649.414, 8.952,4783
 5106,81659.078, 9.660,4783
 5107,81674.109,15.036,4783
 5108,81682.570, 8.464,4783
 5109,81692.820,10.244,4783
 5110,81700.930, 8.117,4783
 5111,81709.883, 8.953,4783
 5112,81718.859, 8.970,4783
 5113,81727.805, 8.949,4783
 5114,81736.180, 8.371,4783
 5115,81744.883, 8.711,4784
 5116,81756.391,11.500,4784
 5117,81766.555,10.170,4784
 5118,81775.117, 8.561,4784
 5119,81782.500, 7.385,4784
 5120,81793.430,10.922,4785
 5121,81806.289,12.865,4785
 5122,81817.312,11.028,4785
 5123,81829.930,12.614,4785
 5124,81847.734,17.802,4786
 5125,81884.977,37.242,4789
 5126,81929.156,44.180,4791
 5127,81938.539, 9.381,4791
 5128,82030.531,91.995,4791
 5129,82044.328,13.800,4794
 5130,82053.719, 9.381,4794
 5131,82063.492, 9.777,4795
 5132,82073.258, 9.771,4795
 5133,82081.383, 8.122,4795
 5134,82098.406,17.017,4795
 5135,82110.000,11.604,4795
 5136,82125.422,15.412,4795
 5137,82134.000, 8.589,4795
 5138,82143.703, 9.691,4795
 5139,82152.930, 9.239,4795
 5140,82162.938,10.003,4795
 5141,82175.258,12.320,4795
 5142,82183.109, 7.852,4795
 5143,82191.516, 8.406,4795
 5144,82201.711,10.188,4795
 5145,82211.133, 9.427,4795
 5146,82220.227, 9.095,4795
 5147,82231.117,10.892,4795
 5148,82243.312,12.201,4795
 5149,82253.719,10.398,4795
 5150,82268.094,14.373,4795
 5151,82276.547, 8.458,4795
 5152,82285.461, 8.910,4795
 5153,82295.078, 9.616,4795
 5154,82309.812,14.734,4795
 5155,82318.031, 8.220,4795
 5156,82333.586,15.555,4795
 5157,82347.109,13.528,4795
 5158,82356.117, 9.005,4795
 5159,82367.930,11.818,4795
 5160,82377.117, 9.180,4795
 5161,82385.508, 8.396,4795
 5162,82395.516,10.006,4795
 5163,82405.234, 9.723,4795
 5164,82422.836,17.595,4795
 5165,82430.727, 7.887,4795
 5166,82446.484,15.761,4795
 5167,82458.602,12.118,4795
 5168,82466.234, 7.633,4795
 5169,82475.984, 9.758,4795
 5170,82483.805, 7.813,4795
 5171,82492.602, 8.799,4795
 5172,82500.078, 7.472,4795
 5173,82508.109, 8.029,4795
 5174,82524.148,16.041,4795
 5175,82531.430, 7.283,4795
 5176,82546.164,14.739,4795
 5177,82554.461, 8.293,4795
 5178,82564.008, 9.542,4795
 5179,82573.453, 9.450,4795
 5180,82581.812, 8.363,4795
 5181,82591.109, 9.291,4795
 5182,82600.523, 9.418,4795
 5183,82610.617,10.096,4795
 5184,82619.742, 9.122,4795
 5185,82629.797,10.057,4795
 5186,82639.164, 9.362,4795
 5187,82651.094,11.932,4795
 5188,82663.648,12.559,4795
 5189,82673.344, 9.687,4795
 5190,82684.320,10.982,4795
 5191,82693.750, 9.426,4795
 5192,82704.031,10.280,4795
 5193,82716.719,12.685,4795
 5194,82724.266, 7.557,4795
 5195,82737.430,13.158,4795
 5196,82747.039, 9.611,4795
 5197,82759.711,12.672,4795
 5198,82769.523, 9.817,4795
 5199,82778.328, 8.805,4795
 5200,82785.797, 7.461,4795
 5201,82794.406, 8.606,4795
 5202,82804.164, 9.768,4795
 5203,82811.867, 7.700,4795
 5204,82818.453, 6.588,4795
 5205,82828.844,10.389,4795
 5206,82836.797, 7.953,4795
 5207,82843.359, 6.556,4795
 5208,82850.711, 7.353,4795
 5209,82857.766, 7.055,4795
 5210,82870.219,12.461,4795
 5211,82883.492,13.266,4795
 5212,82893.078, 9.584,4795
 5213,82904.523,11.450,4795
 5214,82913.133, 8.608,4795
 5215,82922.305, 9.181,4795
 5216,82932.797,10.485,4795
 5217,82946.789,13.990,4795
 5218,82956.352, 9.558,4795
 5219,82968.422,12.079,4795
 5220,82978.172, 9.747,4795
 5221,82988.352,10.180,4795
 5222,82999.492,11.144,4795
 5223,83010.828,11.331,4795
 5224,83021.125,10.298,4795
 5225,83034.703,13.576,4795
 5226,83051.039,16.333,4795
 5227,83061.609,10.580,4795
 5228,83074.648,13.039,4795
 5229,83092.938,18.285,4795
 5230,83102.984,10.054,4795
 5231,83113.602,10.612,4795
 5232,83126.656,13.053,4795
 5233,83138.398,11.741,4795
 5234,83148.492,10.098,4795
